classifier_name,dataset_name,accuracy
KG-MTP_PF,FacesUCR,0.969203252
KG-MTP_PF,FiftyWords,0.846153846
KG-MTP_PF,Fish,0.983238095
KG-MTP_PF,FordA,0.963459596
KG-MTP_PF,FordB,0.932674897
KG-MTP_PF,FreezerRegularTrain,0.998959064
KG-MTP_PF,FreezerSmallTrain,0.992842105
KG-MTP_PF,GunPoint,0.997111111
KG-MTP_PF,GunPointAgeSpan,0.996308017
KG-MTP_PF,GunPointMaleVersusFemale,1
KG-MTP_PF,GunPointOldVersusYoung,1
KG-MTP_PF,Ham,0.851428571
KG-MTP_PF,HandOutlines,0.951981982
KG-MTP_PF,Haptics,0.555735931
KG-MTP_PF,Herring,0.620833333
KG-MTP_PF,HouseTwenty,0.976470588
KG-MTP_PF,InlineSkate,0.485636364
KG-MTP_PF,InsectEPGRegularTrain,1
KG-MTP_PF,InsectEPGSmallTrain,0.997858099
KG-MTP_PF,InsectWingbeatSound,0.661144781
KG-MTP_PF,ItalyPowerDemand,0.961710398
KG-MTP_PF,LargeKitchenAppliances,0.939733333
KG-MTP_PF,Lightning2,0.794535519
KG-MTP_PF,Lightning7,0.798630137
KG-MTP_PF,Mallat,0.968756219
KG-MTP_PF,Meat,0.982222222
KG-MTP_PF,MedicalImages,0.823552632
KG-MTP_PF,MiddlePhalanxOutlineAgeGroup,0.725974026
KG-MTP_PF,MiddlePhalanxOutlineCorrect,0.848797251
KG-MTP_PF,MiddlePhalanxTW,0.585714286
KG-MTP_PF,MixedShapesRegularTrain,0.982804124
KG-MTP_PF,MixedShapesSmallTrain,0.962639175
KG-MTP_PF,MoteStrain,0.908972311
KG-MTP_PF,NonInvasiveFetalECGThorax1,0.964868533
KG-MTP_PF,NonInvasiveFetalECGThorax2,0.969058524
KG-MTP_PF,OliveOil,0.904444444
KG-MTP_PF,OSULeaf,0.97369146
KG-MTP_PF,PhalangesOutlinesCorrect,0.856565657
KG-MTP_PF,Phoneme,0.354571027
KG-MTP_PF,PigAirwayPressure,0.754807692
KG-MTP_PF,PigArtPressure,0.950801282
KG-MTP_PF,PigCVP,0.880448718
KG-MTP_PF,Plane,1
KG-MTP_PF,PowerCons,0.967407407
KG-MTP_PF,ProximalPhalanxOutlineAgeGroup,0.856260163
KG-MTP_PF,ProximalPhalanxOutlineCorrect,0.906071019
KG-MTP_PF,ProximalPhalanxTW,0.812845528
KG-MTP_PF,RefrigerationDevices,0.791022222
KG-MTP_PF,Rock,0.856666667
KG-MTP_PF,ScreenType,0.682044444
KG-MTP_PF,SemgHandGenderCh2,0.959611111
KG-MTP_PF,SemgHandMovementCh2,0.811407407
KG-MTP_PF,SemgHandSubjectCh2,0.934962963
KG-MTP_PF,ShapeletSim,1
KG-MTP_PF,ShapesAll,0.954611111
KG-MTP_PF,SmallKitchenAppliances,0.835822222
KG-MTP_PF,SmoothSubspace,0.989333333
KG-MTP_PF,SonyAIBORobotSurface1,0.947088186
KG-MTP_PF,SonyAIBORobotSurface2,0.953864988
KG-MTP_PF,StarLightCurves,0.981499919
KG-MTP_PF,Strawberry,0.978918919
KG-MTP_PF,SwedishLeaf,0.976053333
KG-MTP_PF,Symbols,0.970217755
KG-MTP_PF,SyntheticControl,0.995444444
KG-MTP_PF,ToeSegmentation1,0.938011696
KG-MTP_PF,ToeSegmentation2,0.947435897
KG-MTP_PF,Trace,1
KG-MTP_PF,TwoLeadECG,0.996254024
KG-MTP_PF,TwoPatterns,1
KG-MTP_PF,UMD,0.984490741
KG-MTP_PF,UWaveGestureLibraryAll,0.983770705
KG-MTP_PF,UWaveGestureLibraryX,0.879480737
KG-MTP_PF,UWaveGestureLibraryY,0.812376698
KG-MTP_PF,UWaveGestureLibraryZ,0.823534338
KG-MTP_PF,Wafer,0.999864806
KG-MTP_PF,Wine,0.914814815
KG-MTP_PF,WordSynonyms,0.787408568
KG-MTP_PF,Worms,0.76017316
KG-MTP_PF,WormsTwoClass,0.797402597
KG-MTP_PF,Yoga,0.951177778
